filename,wwr,dominant_material,status,pct_acm,pct_brick,pct_dec_stone,pct_fibercement,pct_metal,pct_stucco,pct_vinyl
1414 ORANGE ST.jpg,0.2939999997615814,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2629 E NORRIS ST.jpg,0.2150000035762787,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1821 MEMPHIS ST.jpg,0.11900000274181366,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1523-25 E BERKS ST.jpg,,,no_materials_found,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342 E GORDON ST.jpg,0.10700000077486038,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2315 MEMPHIS ST.jpg,0.08399999886751175,stucco,success,0.0,46.599998474121094,0.0,0.0,0.0,53.400001525878906,0.0
436 MILLER ST.jpg,0.1459999978542328,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1406 E PALMER ST.jpg,0.17900000512599945,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
451 BELGRADE ST.jpg,0.09700000286102295,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1424 EMERICK ST.jpg,0.16500000655651093,brick,success,0.0,73.0,0.0,27.0,0.0,0.0,0.0
457 BELGRADE ST.jpg,0.10199999809265137,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2035 BLAIR ST.jpg,0.20000000298023224,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1249 E SUSQUEHANNA AVE.jpg,0.13699999451637268,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1411 EMERICK ST.jpg,0.0,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1405 EMERICK ST.jpg,0.0,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
707 BELGRADE ST.jpg,0.16300000250339508,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
713 BELGRADE ST.jpg,0.0989999994635582,stucco,success,0.0,30.5,0.0,0.0,0.0,69.5,0.0
423 MILLER ST.jpg,0.10499999672174454,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
709 BELGRADE ST.jpg,0.16500000655651093,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1417 E COLUMBIA AVE.jpg,0.1340000033378601,brick,success,0.0,94.0,0.0,0.0,0.0,6.0,0.0
1865 FRANKFORD AVE.jpg,0.164000004529953,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1330 E EYRE ST.jpg,0.14900000393390656,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
428 MEMPHIS ST.jpg,0.09399999678134918,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1412 ORANGE ST.jpg,0.29499998688697815,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1230 LEOPARD ST.jpg,0.15299999713897705,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2347 E FLETCHER ST.jpg,0.21699999272823334,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
438-48 MEMPHIS ST.jpg,0.296999990940094,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1419 E COLUMBIA AVE.jpg,0.0729999989271164,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1331 E PALMER ST.jpg,0.1469999998807907,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1858 SEPVIVA ST.jpg,0.15299999713897705,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1424 E PALMER ST.jpg,0.20499999821186066,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1862-64 SEPVIVA ST.jpg,0.12200000137090683,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
427 MILLER ST.jpg,0.14499999582767487,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1418 ORANGE ST.jpg,0.14900000393390656,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
450 MEMPHIS ST.jpg,0.14000000059604645,brick,success,0.0,85.5999984741211,0.0,14.399999618530273,0.0,0.0,0.0
1413 EMERICK ST.jpg,0.15800000727176666,brick,success,0.0,52.29999923706055,0.0,0.0,47.70000076293945,0.0,0.0
2605 E NORRIS ST.jpg,0.14000000059604645,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1409 E COLUMBIA AVE.jpg,0.12600000202655792,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1418 E PALMER ST.jpg,0.17299999296665192,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
23 E OXFORD ST.jpg,0.0560000017285347,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
434 MEMPHIS ST.jpg,0.10599999874830246,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1420 EMERICK ST.jpg,0.0,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1346 E EYRE ST.jpg,0.21400000154972076,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1416 ORANGE ST.jpg,0.14900000393390656,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1428 E PALMER ST.jpg,0.13899999856948853,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1421 EMERICK ST.jpg,0.16500000655651093,brick,success,0.0,73.0,0.0,27.0,0.0,0.0,0.0
1407 EMERICK ST.jpg,0.0,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1861 FRANKFORD AVE.jpg,0.15800000727176666,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
419 MILLER ST.jpg,0.08699999749660492,stucco,success,0.0,43.099998474121094,0.0,0.0,0.0,56.900001525878906,0.0
430 MEMPHIS ST.jpg,0.0989999994635582,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
429 MILLER ST.jpg,0.1120000034570694,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2350 E GORDON ST.jpg,0.14100000262260437,dec_stone,success,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1423 EMERICK ST.jpg,0.16500000655651093,brick,success,0.0,73.0,0.0,27.0,0.0,0.0,0.0
710 BELGRADE ST.jpg,0.1509999930858612,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1415 EMERICK ST.jpg,0.18199999630451202,brick,success,0.0,60.099998474121094,0.0,0.0,39.900001525878906,0.0,0.0
21 E OXFORD ST.jpg,0.0560000017285347,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
407 BELGRADE ST.jpg,0.12800000607967377,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
419 BELGRADE ST.jpg,0.19300000369548798,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
432 MEMPHIS ST.jpg,0.14399999380111694,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1413 E COLUMBIA AVE.jpg,0.11599999666213989,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
540 E CABOT ST.jpg,0.14000000059604645,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1247 E SUSQUEHANNA AVE.jpg,0.11500000208616257,brick,success,0.0,87.30000305175781,12.699999809265137,0.0,0.0,0.0,0.0
441 BELGRADE ST.jpg,0.04800000041723251,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
453 BELGRADE ST.jpg,0.1469999998807907,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2628 E DAUPHIN ST.jpg,0.12700000405311584,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
431 MILLER ST.jpg,0.1120000034570694,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
443 BELGRADE ST.jpg,0.054999999701976776,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
425 MILLER ST.jpg,0.14499999582767487,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1867-69 FRANKFORD AVE.jpg,0.04600000008940697,brick,success,0.0,78.0,0.0,0.0,0.0,22.0,0.0
1415 E COLUMBIA AVE.jpg,0.052000001072883606,stucco,success,0.0,35.79999923706055,0.0,0.0,0.0,64.19999694824219,0.0
436 MEMPHIS ST.jpg,0.11999999731779099,acm,success,65.4000015258789,0.0,0.0,34.599998474121094,0.0,0.0,0.0
1408 E PALMER ST.jpg,0.18000000715255737,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1326 E EYRE ST.jpg,0.13099999725818634,brick,success,0.0,95.4000015258789,0.0,4.599999904632568,0.0,0.0,0.0
2186 E NORRIS ST.jpg,0.11400000005960464,brick,success,14.899999618530273,85.0999984741211,0.0,0.0,0.0,0.0,0.0
1403 E COLUMBIA AVE.jpg,0.15800000727176666,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2325 E FLETCHER ST.jpg,0.09600000083446503,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1449 E MONTGOMERY AVE.jpg,,,no_detections,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455 BELGRADE ST.jpg,0.03099999949336052,stucco,success,0.0,48.70000076293945,0.0,0.0,0.0,51.29999923706055,0.0
1857 FRANKFORD AVE.jpg,0.10199999809265137,brick,success,0.0,55.900001525878906,0.0,0.0,0.0,44.099998474121094,0.0
432 MILLER ST.jpg,0.1120000034570694,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1405 E COLUMBIA AVE.jpg,0.16200000047683716,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1404 ORANGE ST.jpg,0.20999999344348907,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
615 GAUL ST.jpg,0.06499999761581421,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1426 E PALMER ST.jpg,0.14300000667572021,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2349 E FLETCHER ST.jpg,0.1459999978542328,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1422 EMERICK ST.jpg,0.0,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
445 BELGRADE ST.jpg,0.20200000703334808,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1422 E PALMER ST.jpg,0.18000000715255737,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1417 EMERICK ST.jpg,0.0,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
433 MILLER ST.jpg,0.13199999928474426,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1601-23 N FRONT ST.jpg,0.0,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2318 CEDAR ST.jpg,0.20999999344348907,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
711 BELGRADE ST.jpg,0.11299999803304672,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1859 FRANKFORD AVE.jpg,0.10899999737739563,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1855 FRANKFORD AVE.jpg,0.1379999965429306,brick,success,0.0,68.5999984741211,0.0,0.0,0.0,31.399999618530273,0.0
2353-59 E FLETCHER ST.jpg,0.0560000017285347,brick,success,0.0,88.69999694824219,0.0,0.0,0.0,0.0,11.300000190734863
1406 ORANGE ST.jpg,0.20999999344348907,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1409 EMERICK ST.jpg,0.0,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2345 E FLETCHER ST.jpg,0.22300000488758087,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
449 BELGRADE ST.jpg,0.13699999451637268,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1414 E PALMER ST.jpg,0.0820000022649765,brick,success,0.0,73.9000015258789,0.0,0.0,0.0,0.0,26.100000381469727
1411 E COLUMBIA AVE.jpg,0.1550000011920929,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1324 E HEWSON ST.jpg,0.11800000071525574,brick,success,0.0,76.4000015258789,0.0,23.600000381469727,0.0,0.0,0.0
2364 E GORDON ST.jpg,0.1979999989271164,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1517 E BERKS ST.jpg,0.14499999582767487,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2360 E GORDON ST.jpg,0.14900000393390656,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
808 E GIRARD AVE.jpg,0.12999999523162842,brick,success,0.0,93.0999984741211,0.0,0.0,6.900000095367432,0.0,0.0
435 BELGRADE ST.jpg,0.14300000667572021,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2361 E DAUPHIN ST.jpg,0.20999999344348907,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1529 E BERKS ST.jpg,0.17299999296665192,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1439 E OXFORD ST.jpg,0.07199999690055847,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1331 E BERKS ST.jpg,0.0,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1456 E COLUMBIA AVE.jpg,0.4350000023841858,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1247 MARLBOROUGH ST.jpg,0.16200000047683716,vinyl,success,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1847 FRANKFORD AVE.jpg,0.2630000114440918,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1533 E BERKS ST.jpg,0.20000000298023224,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1121 E EYRE ST.jpg,0.13699999451637268,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1817 MEMPHIS ST.jpg,0.05999999865889549,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1613 FRANKFORD AVE.jpg,0.06400000303983688,brick,success,0.0,54.29999923706055,0.0,0.0,0.0,45.70000076293945,0.0
609 GAUL ST.jpg,0.12200000137090683,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1531 E BERKS ST.jpg,0.24500000476837158,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
244 E GIRARD AVE.jpg,0.0949999988079071,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1235 E FLETCHER ST.jpg,0.020999999716877937,stucco,success,0.0,0.0,0.0,7.900000095367432,0.0,75.5,16.600000381469727
1309 E BERKS ST.jpg,0.08100000023841858,brick,success,0.0,60.0,0.0,0.0,0.0,40.0,0.0
2040 FRANKFORD AVE.jpg,0.1599999964237213,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1328 E HEWSON ST.jpg,0.0989999994635582,vinyl,success,0.0,7.099999904632568,0.0,16.700000762939453,0.0,0.0,76.19999694824219
2146 E SUSQUEHANNA AVE.jpg,0.29499998688697815,brick,success,0.0,78.30000305175781,0.0,0.0,21.700000762939453,0.0,0.0
1247 E COLUMBIA AVE.jpg,0.36399999260902405,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
433 BELGRADE ST.jpg,0.11500000208616257,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2004 SEPVIVA ST.jpg,0.0,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1125 E EYRE ST.jpg,0.12399999797344208,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2018 SEPVIVA ST.jpg,0.1340000033378601,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1321 E BERKS ST.jpg,0.08699999749660492,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1427 E OXFORD ST.jpg,0.25099998712539673,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1431 E OXFORD ST.jpg,0.1860000044107437,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
806 E GIRARD AVE.jpg,0.16899999976158142,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1112 MARLBOROUGH ST.jpg,0.24400000274181366,vinyl,success,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1249 MARLBOROUGH ST.jpg,0.2529999911785126,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1332 E HEWSON ST.jpg,0.13300000131130219,brick,success,0.0,64.19999694824219,0.0,0.0,0.0,0.0,35.79999923706055
1337 E BERKS ST.jpg,0.10599999874830246,fibercement,success,0.0,30.399999618530273,0.0,51.599998474121094,0.0,18.0,0.0
1433 E OXFORD ST.jpg,0.1860000044107437,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1460 E WILT ST.jpg,0.18299999833106995,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
252 E GIRARD AVE.jpg,0.6940000057220459,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
410 BELGRADE ST.jpg,0.15199999511241913,brick,success,0.0,69.0,0.0,0.0,0.0,31.0,0.0
1450 E COLUMBIA AVE.jpg,0.16699999570846558,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
258 E GIRARD AVE.jpg,0.22100000083446503,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1321 E HEWSON ST.jpg,0.3199999928474426,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2037 FRANKFORD AVE.jpg,0.05999999865889549,brick,success,0.0,50.20000076293945,0.0,0.0,0.0,49.79999923706055,0.0
1116 MARLBOROUGH ST.jpg,0.0,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1435 E OXFORD ST.jpg,0.21299999952316284,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2306 CEDAR ST.jpg,0.23899999260902405,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1344 E HEWSON ST.jpg,0.10000000149011612,brick,success,0.0,71.9000015258789,0.0,0.0,0.0,0.0,28.100000381469727
2000 FRANKFORD AVE.jpg,0.18400000035762787,brick,success,0.0,79.4000015258789,0.0,0.0,20.600000381469727,0.0,0.0
2011-13 FRANKFORD AVE.jpg,,,no_materials_found,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348 E HEWSON ST.jpg,0.16899999976158142,brick,success,0.0,75.19999694824219,0.0,0.0,0.0,24.799999237060547,0.0
526 E GIRARD AVE.jpg,0.13500000536441803,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
431 BELGRADE ST.jpg,0.14499999582767487,brick,success,0.0,60.79999923706055,39.20000076293945,0.0,0.0,0.0,0.0
2022 SEPVIVA ST.jpg,0.16200000047683716,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2623 E NORRIS ST.jpg,0.08399999886751175,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1354 E SUSQUEHANNA AVE.jpg,0.17900000512599945,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2334 E GORDON ST.jpg,0.26600000262260437,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
437 BELGRADE ST.jpg,0.1679999977350235,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
821 ALMOND ST.jpg,0.04699999839067459,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2232 RITTER ST.jpg,0.20800000429153442,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1106 E MONTGOMERY AVE.jpg,0.019999999552965164,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1311 E BERKS ST.jpg,0.09799999743700027,stucco,success,0.0,40.0,0.0,0.0,0.0,60.0,0.0
2339 E DAUPHIN ST.jpg,0.12099999934434891,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
114 RICHMOND ST.jpg,0.0,fibercement,success,0.0,0.0,0.0,100.0,0.0,0.0,0.0
1527 E BERKS ST.jpg,0.18199999630451202,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1114 MARLBOROUGH ST.jpg,0.1459999978542328,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2006 SEPVIVA ST.jpg,0.17499999701976776,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2625 E NORRIS ST.jpg,0.20499999821186066,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
417 LIVINGSTON ST.jpg,0.12099999934434891,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
415 LIVINGSTON ST.jpg,0.10000000149011612,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2041 FRANKFORD AVE.jpg,0.22499999403953552,brick,success,0.0,52.79999923706055,0.0,0.0,0.0,47.20000076293945,0.0
1336 E HEWSON ST.jpg,0.11699999868869781,brick,success,0.0,70.0,0.0,0.0,0.0,0.0,30.0
1340 E HEWSON ST.jpg,0.15700000524520874,brick,success,0.0,69.19999694824219,0.0,0.0,0.0,0.0,30.799999237060547
2020-24 FRANKFORD AVE.jpg,,,no_materials_found,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226-28 LEOPARD ST.jpg,0.16300000250339508,brick,success,0.0,78.69999694824219,0.0,0.0,0.0,21.299999237060547,0.0
1241 E FLETCHER ST.jpg,0.14399999380111694,brick,success,0.0,76.4000015258789,0.0,0.0,0.0,23.600000381469727,0.0
613 GAUL ST.jpg,0.1850000023841858,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
707-15 GAUL ST.jpg,0.07100000232458115,dec_stone,success,0.0,0.0,83.9000015258789,0.0,0.0,16.100000381469727,0.0
1104 MARLBOROUGH ST.jpg,0.061000000685453415,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2036 FRANKFORD AVE.jpg,0.27799999713897705,acm,success,68.30000305175781,31.700000762939453,0.0,0.0,0.0,0.0,0.0
2309 MEMPHIS ST.jpg,0.12700000405311584,brick,success,0.0,72.0999984741211,0.0,0.0,0.0,0.0,27.899999618530273
1536 E HEWSON ST.jpg,0.029999999329447746,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1476 E WILT ST.jpg,0.1420000046491623,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1530 E HEWSON ST.jpg,0.08799999952316284,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1350 E HEWSON ST.jpg,0.09700000286102295,stucco,success,0.0,0.0,0.0,12.699999809265137,0.0,76.0,11.199999809265137
2020 SEPVIVA ST.jpg,0.14800000190734863,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1819 MEMPHIS ST.jpg,0.2280000001192093,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2002-04 FRANKFORD AVE.jpg,0.2199999988079071,brick,success,0.0,43.400001525878906,3.9000000953674316,0.0,40.099998474121094,12.5,0.0
1320 E HEWSON ST.jpg,0.4970000088214874,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
1843 CEDAR ST.jpg,0.164000004529953,brick,success,0.0,55.599998474121094,0.0,0.0,21.899999618530273,22.5,0.0
1426-28 E COLUMBIA AVE.jpg,0.08100000023841858,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
810 E GIRARD AVE.jpg,0.05999999865889549,brick,success,0.0,83.80000305175781,0.0,0.0,16.200000762939453,0.0,0.0
1342 E HEWSON ST.jpg,0.1770000010728836,brick,success,0.0,44.900001525878906,0.0,11.800000190734863,14.699999809265137,0.0,28.600000381469727
2231 CEDAR ST.jpg,0.10100000351667404,stucco,success,0.0,26.799999237060547,0.0,0.0,0.0,73.19999694824219,0.0
1346 E HEWSON ST.jpg,0.09600000083446503,fibercement,success,0.0,13.5,0.0,48.599998474121094,0.0,0.0,37.900001525878906
1534 E HEWSON ST.jpg,0.07400000095367432,brick,success,0.0,63.5,0.0,0.0,0.0,36.5,0.0
2311 MEMPHIS ST.jpg,0.12300000339746475,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1829 CEDAR ST.jpg,0.08399999886751175,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
607 GAUL ST.jpg,0.13699999451637268,brick,success,0.0,100.0,0.0,0.0,0.0,0.0,0.0
1429 E OXFORD ST.jpg,0.25,stucco,success,0.0,0.0,0.0,0.0,0.0,100.0,0.0
